__Title__,__URL__,Image Subject,Penn Archival Type,Penn Archival Folder Number,Penn Archival Image Number,Penn Archival Box Number,Penn Archival Image Label,Transcription,Field Number,Transcribed Context,Transcribed Measurements,Transcribed Legrain Category,Legrain Card Includes Photo,Legrain Card Includes Drawing,Penn Archival Card Number,Transcribed Museum Number,Field Photo Number,Transcribed Catalogue Number,Title,Description (Media Properties),Date,Author,Publisher,Publication place,Volume,Journal,Editors,Title of Article,Issue,Citation,Pages
8732,http://www.ur-online.org/media_item/181760/
PH,http://www.ur-online.org/media_item/189440/,Travel; People; Female; Male; Western Visitors; Children,PH,F02,005a,B17,LP107
F46,http://www.ur-online.org/media_item/189952/,,,F46,,B08,,Fr_t-Fem. waist up w. Drab,1136,Dq.,39 mm,Nude Fem-H_d-raised,No,Yes,C027
F00A,http://www.ur-online.org/media_item/191232/,,,F00A,,B08,,Fr_t Fem. Fig. clasp_d,U. 100,TTA,,Nude Clasp_d,No,Yes,C008
F05,http://www.ur-online.org/media_item/191488/,,,F05,,B08,,Spouted clay vase. Incised (=Granny),10183,PG. 778,"h. 360mm
Rim 90
Base 70",Spout_d Vase - Granny,No,No,C011,17249,of Enlarg_t
F13,http://www.ur-online.org/media_item/192768/,,,F13,,B08,,"Buff clay. Beard_d man- Brok at knees
Nude- Bell. Ityphallic- Holds 2 palms? 
Like armed god- but no horned milk.",1782,Dq.,84x29mm,"Nude, worshiper carrying palms (? handles with markings?) - Double rope belt",No,No,C004,15630,(174)=190,107
F20,http://www.ur-online.org/media_item/193024/,,,F20,,B08,,"Drab
Head only-mitre & beard.",3063,Dq.,,Armed god-Bull's ears,No,Yes,C045,,,
F29,http://www.ur-online.org/media_item/193280/,,,F29,,B08,,"Stool model
Sq. seat w cane centre.
2 legs broken",18263,Dq.,20x40,Stool,No,No,C024,,,
F39,http://www.ur-online.org/media_item/193536/,,,F39,,B08,,"Shoulders- 
Necklace-
Kaunakes robe with sleeves covering arms.",,,,,No,No,C007,,,
Ur Excavation Volumes Provisional,http://www.ur-online.org/media_item/1/,,,,,,,,,,,,,,,,,,Ur Excavation Volumes Provisional
8477,http://www.ur-online.org/media_item/181505/,,,,,,,,,,,,,,,,,,
8733,http://www.ur-online.org/media_item/181761/,,,,,,,,,,,,,,,,,,
PH,http://www.ur-online.org/media_item/189441/,Travel; Landscape; Sheep or Goat/s; Arabs; Car; Mountain; Tree,PH,F02,005b,B17,LP108,,,,,,,,,,,,
F46,http://www.ur-online.org/media_item/189953/,,,F46,,B08,,Nude Fem. clasp_d Head & Feet miss_g. Neckl. waist bangles. Between breasts a rosette on either side a vertical post(?) decorated at intervals w. a rosette.,7670,Dq.,w. 32.,Nude clasp_d-Rosettes,No,Yes,C028,,,,
F00A,http://www.ur-online.org/media_item/191233/,,,F00A,,B08,,Nude Fem. clasp_d over breast (prayer?) Head & feet miss_g,6948,KP.S,W. 50,Nude clasp_d,No,Yes,C009,,,,
F05,http://www.ur-online.org/media_item/191489/,,,F05,,B08,,"CF. Englarg_d 
Clay offe_g table",8245,"TTE 
PG.","d. 310 mm
h. 350
d. foot 290",Offer table,No,No,C012,17310,843,,
F13,http://www.ur-online.org/media_item/192769/,,,F13,,B08,,"about Loins - supporting a sheath on front-Long beard-braided-Turban or hairband. Feet broken off.
Moulded.",,,,,No,No,C004A,,,,
F20,http://www.ur-online.org/media_item/193025/,,,F20,,B08,,"Beard_d man, horn_d cap, hold_g
2 objects against sh. (Cairid fashion)
Flounc_d skirt. Mended-Whitish",1007.,Dq.,140mm,Armed-god,No,No,C046,,,,
F29,http://www.ur-online.org/media_item/193281/,,,F29,,B08,,Stool w. wicker work seat.,18707,Dq.,"Circ. 35
h. 25",Stool,No,No,C025,,,,
F39,http://www.ur-online.org/media_item/193537/,,,F39,,B08,,TC. relief Fr_t below waist. seated godess,1113,Railway Site,55mm,seat_d-Kaunakes,No,No,C008,31-16-910,,,
8734,http://www.ur-online.org/media_item/181762/,,,,,,,,,,,,,,,,,,
PH,http://www.ur-online.org/media_item/189442/,Travel; Landscape; Sheep or Goat/s; Arabs; Tree; Village,PH,F02,005c,B17,LP109,,,,,,,,,,,,
F46,http://www.ur-online.org/media_item/189954/,,,F46,,B08,,TC. relief. Nude fem. w. snood % neckl. H. clasp_d on breast Bold model_g Broken off at waist,16485,Dq.,h. 52mm,Nude clasp_d,Yes,No,C029,,1861,,
F00A,http://www.ur-online.org/media_item/191234/,,,F00A,,B08,,Mould_d Fr_t waist down. Fem.-Lower end turn_d up. creamy,1148,Dq.,l. 57,Nude Fem.,No,Yes,C010,,,,
F05,http://www.ur-online.org/media_item/191490/,,,F05,,B08,,cf Enlarg_d clay offer_g table,10748,PG. 895,,offer table,No,No,C013,B17245,,252,
F13,http://www.ur-online.org/media_item/192770/,,,F13,,B08,,"Mould_d broken below knees.
Beard_d fig. w. plait_d locks.
hold_g emblem in each. hand.",1329,Dq.,h.85,,Yes,No,C005,15630,(174=) 190,,
F20,http://www.ur-online.org/media_item/193026/,,,F20,,B08,,"Stand_g god, beard_d, horn_d cap
hold_g weapons.",18967,Brought in,h.70.,Armed god,No,No,C047,,,,
F29,http://www.ur-online.org/media_item/193282/,,,F29,,B08,,Stool w. wicker- work seat.,18708,Dq.,30x95 Circ.,Stool,No,No,C026,,,,
F39,http://www.ur-online.org/media_item/193538/,,,F39,,B08,,TC. Fig Pinkish ware. Fem. in flounc_d dress w. hands clasped-stal encrusted,3040,Dq.,,Dress_d-clasp_d- no emblem,Yes,No,C009,,421,,
Ur Albums Photo Provisional,http://www.ur-online.org/media_item/3/,,,,,,,,,,,,,,,,,,,Ur Albums Photo Provisional
8479,http://www.ur-online.org/media_item/181507/,,,,,,,,,,,,,,,,,,,
8735,http://www.ur-online.org/media_item/181763/,,,,,,,,,,,,,,,,,,,
PH,http://www.ur-online.org/media_item/189443/,Travel; People; Female; Male; Western Visitors; Modern; Tree,PH,F02,005d,B17,LP,,,,,,,,,,,,,
F00A,http://www.ur-online.org/media_item/191235/,,,F00A,,B08,,"Fem, Lower part trunk & legs only
Fine mould.",2719,,,Nude - clasp_d,No,Yes,C011,,,,,
F05,http://www.ur-online.org/media_item/191491/,,,F05,,B08,,"CF. Enlarg_d

Clay offering table",9237,PG 362,"h. 290
rim 340
base 240",offer table,No,No,C014,17311,,253,,
F13,http://www.ur-online.org/media_item/192771/,,,F13,,B08,,"Fr_t red. mould_d
Head & body. Beard_d man. hold_g whip (?) in rt. h.",1328,Dq,h.47.,"Nude man, holding 
[drawn symbol/also something crossed out]",No,No,C006,,,,,
F00A,http://www.ur-online.org/media_item/191277/,,,F00A,,B08,,Nude Fem. h. to breasts Bead neckl. Big earr prominent features Pubes doted Lower legs miss_g Feet preser_d,1008,Dq.,120mm,Nude-clasp_d,No,No,C053,,,,,,,,,,,,,,,,
F15,http://www.ur-online.org/media_item/192813/,,,F15,,B08,,"TC. mould_d relief. 
Male fig. advancing rt.",12795,Ur. Surf.,,Warrior- trampling foes,No,No,C006,,1312,,,,,,,,,,,,,,
F20,http://www.ur-online.org/media_item/193069/,,,F20,,B08,,Beard_d God full face. Against his left arm & side head of a snake rampant. From waist up.,17153,Dq.,50,Armed God- snake,No,Yes,C087,,,,,,,,,,,,,,,,
F30,http://www.ur-online.org/media_item/193325/,,,F30,,B08,,"Fr_t drab.
Nude god_ss w. horn & stars",3200,Dq.,,Seat_d-Clasp_d Kaunak birds [drawing],No,Yes,C037,,,,,,,,,,,,,,,,
10560,http://www.ur-online.org/media_item/183598/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,http://www.ur-online.org/media_item/189486/,Ur; Illustration; Ancient,PH,F02,013a,B17,LD,,,,,,,,,,,,,,,,,,,,,,,,
F56,http://www.ur-online.org/media_item/189742/,,,F56,,B08,,"Glazed fig. 
Beard (?) man in plan long drapery. 
H. clasp_d 
Head miss_g 
Red_sh clay - Green blue glaze
bleach_d white.",18129,"N.NCF. NE. 
Neo- Bab & Pers. lev.",,Glaz_d Man drap_d,No,No,C010,,,125,,,,,,,,,,,,,
F47,http://www.ur-online.org/media_item/189998/,,,F47,,B08,,"TC. relief. Nude fem-young girl-standing Full Face. hands clasped. Hair ni waves double necklace
B. Fat from waist upwards. Identical but not from the same mould. 
c:
d:",18039B,Dq.,,Nude,Yes,No,C010,32-40-35,2053,,,,,,,,,,,,,,
F00A,http://www.ur-online.org/media_item/191278/,,,F00A,,B08,,"B- Fem. slanding
A. Mould. : seat_d god & nude goddess",368B,Mimshid's water. sng,,,No,No,C054,,,,,,,,,,,,,,,,
F15,http://www.ur-online.org/media_item/192814/,,,F15,,B08,,"Fr_t TC. plaque. Warrior trampling on foe. 
Clothed in short coat down to the knees.",7034,Dq.,,,Yes,No,C007,,704,,,,,,,,,,,,,,
F20,http://www.ur-online.org/media_item/193070/,,,F20,,B08,,"Fr_t Head of god, 4 horn_d. 
headdr.",1305,Dq.,42x39,God's head,No,No,C088,,,,,,,,,,,,,,,,
F30,http://www.ur-online.org/media_item/193326/,,,F30,,B08,,"TC. Seat_d God_ss . Type VI. A
A- Complete but worn. 90mm.
B-Fr_t Waist up.
C-Fr_t Waist down
D-Head only Type VI 2
E. Fr_t broken at waist h. 60mm",16435,Dq.,,Seat_d god_ss,No,No,C038,,,,,,,,,,,,,,,,
Social Variation in Ancient Mesopotamia: An Architectural and Mortuary Analysis of Ur in the Early S,http://www.ur-online.org/media_item/193582/,,,,,,,,,,,,,,,,,,Social Variation in Ancient Mesopotamia: An Architectural and Mortuary Analysis of Ur in the Early Second Millennium B.C.,,1990,"Luby, E.",,,,,,,,,
A History of the World in 100 Objects.,http://www.ur-online.org/media_item/184879/,,,,,,,,,,,,,,,,,,A History of the World in 100 Objects.,,2010,"MacGregor, N.",Allen Lane,London,,,,,,,
PH,http://www.ur-online.org/media_item/189487/,Ur; Illustration; Ancient; Ruin/s; Ziggurat,PH,F02,013b,B17,LD,,,,,,,,,,,,,,,,,,,,,,,,
F56,http://www.ur-online.org/media_item/189743/,,,F56,,B08,,Glazed. Fig. Man on horse back. Blue glazed bleached to white. One leg missing.,20055,Neo- Bab. houses 1/34 Persian?,ht. 75 mm,Glazed Horse rider,No,No,C011,35-1-144,2286,,,,,,,,,,,,,,
F47,http://www.ur-online.org/media_item/189999/,,,F47,,B08,,Nude votaress-necklace-clasp_d.,2986,Dq.,,Nude clasp_d,No,Yes,C011,,,,,,,,,,,,,,,,
F00A,http://www.ur-online.org/media_item/191279/,,,F00A,,B08,,C. Fig. red. mould_d Head feet off Nude Fem Fig bold relief,1591,Abu Kumbarah,h. 82,Nude Fem,No,No,C055,,,,,,,,,,,,,,,,
F15,http://www.ur-online.org/media_item/192815/,,,F15,,B08,,Fr_t TC. Beard_d man running rt. & hold_g an axe.,18004,Dq.,70x45mm,"Warrior- left extend_d holds axe
Kilt",No,No,C008,,2048,,,,,,,,,,,,,,
F20,http://www.ur-online.org/media_item/193071/,,,F20,,B08,,Fr_t Head of god. w horn_d headd.,1306,Dq.,41x37,God's head,No,No,C089,,,,,,,,,,,,,,,,
F30,http://www.ur-online.org/media_item/193327/,,,F30,,B08,,"Seat_d god_ss Type VI. II.
From waist up.",16441,Dq.,,Seat_d goddess,No,No,C039,,,,,,,,,,,,,,,,
The Horse from Arabia to Ascot ,http://www.ur-online.org/media_item/184880/,,,,,,,,,,,,,,,,,,The Horse from Arabia to Ascot,,2012,"Curtis, J. and Tallis, N.",British Museum Press,London,,,,,,,
PH,http://www.ur-online.org/media_item/189488/,Ur; Illustration; Ancient,PH,F02,013c,B17,LD,,,,,,,,,,,,,,,,,,,,,,,,
F56,http://www.ur-online.org/media_item/189744/,,,F56,,B08,,Fr. green glaz_d - Horse rider,29,Surf.,100 X 70,"Horse, rider",No,No,C012,31-43-344,,,,,,,,,,,,,,,
F47,http://www.ur-online.org/media_item/190000/,,,F47,,B08,,Nude votaress-necklace-clasp_d,2986,Dq.,,Nude clasp_d,No,Yes,C012,,,,,,,,,,,,,,,,
F00A,http://www.ur-online.org/media_item/191280/,,,F00A,,B08,,Nude Fem. Type III C.M Head & feet miss_g,17111,AH Filling of late per_d,90,Nude Fem.....?,No,No,C056,,,,,,,,,,,,,,,,
F15,http://www.ur-online.org/media_item/192816/,,,F15,,B08,,"TC. Fig. Bearded male in profile, holding axe in left hand- Close fitting cap on head. Feet lost",7060,"Larsa? 
Burnt brick house
DP.",h. 67 x elbow to 20mm,Armed man,Yes,No,C009,,709,,,,,,,,,,,,,,
F20,http://www.ur-online.org/media_item/193072/,,,F20,,B08,,Fr_t Head w. high horn_d headdr,1326,Dq.,h. 26,Horn_d- mitre- God ?,No,No,C090,,,,,,,,,,,,,,,,
F30,http://www.ur-online.org/media_item/193328/,,,F30,,B08,,"Seat_d God_ss. Type. VI. 6.
A-Clasp_d hands up.
B-   ""              ""      "".
C-Head & sh. only
D-Complete-broken, mended. h. 115.",16443,Dq.,,Seat_d Goddess,No,No,C040,,,,,,,,,,,,,,,,
Lithic Technology behind the Ancient Lapis Lazuli Trade,http://www.ur-online.org/media_item/184881/,,,,,,,,,,,,,,,,,,Lithic Technology behind the Ancient Lapis Lazuli Trade,,1973,"Tosi, M and Piperno, M",University of Pennsylvania Press,Philadelphia,16,Expedition,,,,,
PH,http://www.ur-online.org/media_item/189489/,Ur; Illustration; Ancient; Column/s; Ruin/s,PH,F02,014a,B17,LD,,,,,,,,,,,,,,,,,,,,,,,,
F56,http://www.ur-online.org/media_item/189745/,,,F56,,B08,,Glaz_d frit. amulet bleach_d white Egypt. Bes,18133,Dq.,h. 25 mm,Bes Amulet,No,No,C013,,2128,,,,,,,,,,,,,,
F47,http://www.ur-online.org/media_item/190001/,,,F47,,B08,,"Buff. Clasp_d
Nude Fem. Bead neckl. Attitude of devotion-Head& torso only.",2762,Dq.,,Nude clasp_d,No,Yes,C013,,,,,,,,,,,,,,,,
F00A,http://www.ur-online.org/media_item/191281/,,,F00A,,B08,,Nude Fem. clasp_d,6844,KP. Larsa Floor,w. 28mm,Nude clasp_d,No,No,C057,,,,,,,,,,,,,,,,
F15,http://www.ur-online.org/media_item/192817/,,,F15,,B08,,"Fr_t male- miss_g below waist
Head, arms, legs in profile.. Trunk full face. Rt arm rais_d behind head and wielding...? Left arm bent downwards, grasps head of a conquer_d foe?",7601,"EM.
Kassile ler.",,Warrior w shield & scimitar,No,Yes,C010,,,,,,,,,,,,,,,,
F20,http://www.ur-online.org/media_item/193073/,,,F20,,B08,,"Fig. w. horn_d headd. 
Broken below waist. 
Drab. mould_d",1384,Dq.,h. 72,God+ horn_d mitre,No,No,C091,,,,,,,,,,,,,,,,
F30,http://www.ur-online.org/media_item/193329/,,,F30,,B08,,"Seat_d God_ss Type VI. 3.
A-head only.
B-    ""
C-    ""
D- Broken off at waist. face damage_d
h.90.        CBS. 31-43-412.",16444,Dq.,,Seat_d goddess,No,No,C041,,,,,,,,,,,,,,,,
Fifty Masterpieces of Ancient Near Eastern Art,http://www.ur-online.org/media_item/184882/,,,,,,,,,,,,,,,,,,Fifty Masterpieces of Ancient Near Eastern Art,,1960,"Barnett, R. and Wiseman, D.",British Museum Press,London,,,,,,,
PH,http://www.ur-online.org/media_item/189490/,Travel; Illustration; Landscape; River; Water; Boat; Bridge,PH,F02,014b,B17,LD,,,,,,,,,,,,,,,,,,,,,,,,
F56,http://www.ur-online.org/media_item/189746/,,,F56,,B08,,Clay monkey. Pierced for suspens.,1269,Dq,ht. 32 mm,Glaz_d Monkey,No,No,C014,,192,,,,,,,,,,,,,,
F47,http://www.ur-online.org/media_item/190002/,,,F47,,B08,,"c. Fig. fr_t bust only. Drab. Mould. Fem. w neckl., h, headd, curl_d locks. of hair-chpp_d.",4578,Dq.,h. 53.,Nude-curls,No,No,C014,,,,,,,,,,,,,,,,
F00A,http://www.ur-online.org/media_item/191282/,,,F00A,,B08,,Fem. w. h. clasp_d in front of breast in attitude of prayer. Drab,6432,KPS,w. 32mm,Nude Clasp_d,No,No,C058,,,,,,,,,,,,,,,,
F15,http://www.ur-online.org/media_item/192818/,,,F15,,B08,,Beard_d man advanc_g rt. hold_g bow in l. h.,16984,AH,,Warrior- scimit. & shield,No,Yes,C011,,,,,,,,,,,,,,,,
F20,http://www.ur-online.org/media_item/193074/,,,F20,,B08,,"C. fig. fr_t, waist up., drab, mould. 
Beard_d fig, w low horn_d headd.",1569,Dq.,h. 38,God (?) low horn_d mitre,No,No,C092,,,,,,,,,,,,,,,,
F30,http://www.ur-online.org/media_item/193330/,,,F30,,B08,,"Seat_d God_ss Type VI. 5.
A. Complete
B-        ""       worn. h. 83mm",16458,Dq.,,Seat_d goddess,No,No,C042,,,,,,,,,,,,,,,,
"The Romance of the British Museum.  The story of its origins, growth, and purpose and some if its co",http://www.ur-online.org/media_item/184883/,,,,,,,,,,,,,,,,,,"The Romance of the British Museum.  The story of its origins, growth, and purpose and some if its contents",,1931,"Boulton, Wh.",Marston & Co,London,,,,,,,
PH,http://www.ur-online.org/media_item/189491/,Travel; Illustration; Village; River,PH,F02,015a,B17,LD,,,,,,,,,,,,,,,,,,,,,,,,
F56,http://www.ur-online.org/media_item/189747/,,,F56,,B08,,Clay Monkey. Light drab clay. Pierced for suspension.,1270,Dq,32 mm,Glazed - Monkey,Yes,No,C015,15724,176 (or 192),165,,,,,,,,,,,,,
F47,http://www.ur-online.org/media_item/190003/,,,F47,,B08,,Moul_d clay Fig. Drab. Fem. nude. w. necklace.,1371,Dq.,hl. 95mm,Nude-Clasp_d,Yes,No,C015,,189,,,,,,,,,,,,,,
F00A,http://www.ur-online.org/media_item/191283/,,,F00A,,B08,,Fem. h. clasp_d over breast Head & legs lost.,6528,KPS,w. 35,Nude clasp_d,No,No,C059,,,,,,,,,,,,,,,,
F15,http://www.ur-online.org/media_item/192819/,,,F15,,B08,,"Fr_t
Fig in high relief (warrior) 
climing a mountain- Longcoat open in front, above short tunic. down to knee",15785,PG's rubbish,h. 70,Warrior trampling,No,No,C012,,,,,,,,,,,,,,,,
F20,http://www.ur-online.org/media_item/193075/,,,F20,,B08,,"C. fig. Fr_t bust only, drab, mould. 
Beard_d fig, in horn_d headd.",1603,"Dq,",h. 73,God- Horn_d- head- dr.,No,No,C093,,,,,,,,,,,,,,,,
F30,http://www.ur-online.org/media_item/193331/,,,F30,,B08,,"TC. Complete
God_ss. Full face, stand_g. wide 
flat head_d., flounc_d dress. Hands
clasp_d",18033,Dq.,120x60mm,"[Woman initially indicated then crossed out replaced by] pair of horns
God_s stand-kaunak
? (Holds bird?)",No,No,C043,,2052,,,,,,,,,,,,,,
PH,http://www.ur-online.org/media_item/189492/,Travel; Illustration; Bridge; River; Ruin/s,PH,F02,015b,B17,LD,,,,,,,,,,,,,,,,,,,,,,,,
F56,http://www.ur-online.org/media_item/189748/,,,F56,,B08,,Hand model_d. Amulet Hole,1270,Dq,30 X 16 mm,Squatting monkey,Yes,No,C016,B. 15724,,165,,,,,,,,,,,,,
F47,http://www.ur-online.org/media_item/190004/,,,F47,,B08,,Nude. Fem. fig. wearing wig-Hands clasped.-Two large strings of beads round-neck.,15747,C. L.W.,Head 10 Legs 62mm,Nude Clasp_d,Yes,No,C016,31-16-843,1552,,,,,,,,,,,,,,
F00A,http://www.ur-online.org/media_item/191284/,,,F00A,,B08,,Nude Fem. w h. clasp_d below  br. Rather like typpe III c.x.,16983,AH.,70mm,Nude clasp_d,No,No,C060,,,,,,,,,,,,,,,,
F15,http://www.ur-online.org/media_item/192820/,,,F15,,B08,,"Plaque fr_t
Fighter trampl_g on fallen warrior",6758,Dq.,,Fighter- trampling foes,No,No,C013,,,,,,,,,,,,,,,,
F20,http://www.ur-online.org/media_item/193076/,,,F20,,B08,,"Head of god_ss wear_g a h. horn_d headd. 
Concave back.",7674,Dq.,h. 50,Armed god ?,No,No,C094,,,,,,,,,,,,,,,,
F30,http://www.ur-online.org/media_item/193332/,,,F30,,B08,,"TC fig.
Seat_d god_ss, Flounc_d d.
Border of palm-leaves-H. clasp_d
on breast.
Made to stand up.",16482,dq.,,"Border of palm [drawing]
Seat_d Kaunak-Clasp_d-[drawing]
Bird in hand- [drawing]",No,Yes,C044,,1852,,,,,,,,,,,,,,
MASCA Metallurgy Ur Notebook,http://www.ur-online.org/media_item/184885/,,,,,,,,,,,,,,,,,,MASCA Metallurgy Ur Notebook,,,"Nash, Samuel",,,,,,,,,
PH,http://www.ur-online.org/media_item/189493/,Travel; Illustration; River,PH,F02,016a,B17,LD,,,,,,,,,,,,,,,,,,,,,,,,
F56,http://www.ur-online.org/media_item/189749/,,,F56,,B08,,,1270,,,,Yes,No,C017,B. 15724,192,165,,,,,,,,,,,,,
F47,http://www.ur-online.org/media_item/190005/,,,F47,,B08,,"Clay Frag-jar. decorated. w-nude fem Fig in relief. moulded & applied-surf jar: incised lines & circles.

Fr. of pottery stamped, incised, decorated w. applied- moulded Fig. oF nude woman clasped, standing on a square base slim-Archaic-tradition of grammy[?] vases. 

Round stamp w. markings Double circles with dot joined by nine incised lines-(Beads on necklace)",1593,Abu Kumbarah,49x13mm,,No,No,C017,B. 15658,,30,,,,,,,,,,,,,
F00A,http://www.ur-online.org/media_item/191285/,,,F00A,,B08,,"[B. top right corner of note]
TC.
Fem. w h. clasp_d below breasts
Flowing headdr. running down at
back.
Broken at legs.",6251,"EH
Below surf.","l. of head 27.
w. 28",Nude clasp_d - Hair down back,No,No,C061,,,,,,,,,,,,,,,,
F15,http://www.ur-online.org/media_item/192821/,,,F15,,B08,,"Conquering king [Circled: Type XI. B. I.] 
A. Broken off at thighs",16456,Dq.,,Warrior- trampling foe,No,No,C014,,,,,,,,,,,,,,,,
F20,http://www.ur-online.org/media_item/193077/,,,F20,,B08,,"TC. Fig. Fr_t
Head & sh. only of a fig of a bearded God wearing horned crown, and apparently seated in a chair. The fig in the round & remarkably well model_d & mould_d: the part that survives is in perfect condition. 
The rt. arm & sh. are bare: over the l. sh. is a sheepskin cloak. The flash of the fig is paint_d red, the beard & hair black: (much flaked), the sheepskin apparently black & white. The crown was yellow (virtually no traces left and there was a collar or necklace of red and yellow alternately. The chair back is black.
x
see. Large photo print.",16993,A.H. Chapel,"ht. 180mm 
Face 050mm",,No,No,C095,,"1835
1836 + Enlarg_d",,,,,,,,,,,,,,
F31,http://www.ur-online.org/media_item/193333/,,,F31,,B08,,"Mould
God- stands on lion
Goddess & god seat_g on ram
Stand_g god w whip
(1/2 comp)
Walking Martu Crook",,,,,No,No,C000,,,31,,,,,,,,,,,,,
"de Schauensee, Maude. 2002. Two Lyres from Ur. University of Pennsylvania Press: Pennsylvania",http://www.ur-online.org/media_item/184886/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"de Schauensee, Maude. 2002. Two Lyres from Ur. University of Pennsylvania Press: Pennsylvania",
PH,http://www.ur-online.org/media_item/189494/,Travel; Illustration; Tree,PH,F02,016b,B17,LD,,,,,,,,,,,,,,,,,,,,,,,,
F56,http://www.ur-online.org/media_item/189750/,,,F56,,B08,,"Frit amulet. Squatting monkey. Originally green, now bleech_d.",8471,TTE. Deep. down.,31 X 15 mm,Frit Monkey,No,No,C018,17200,,164,,,,,,,,,,,,,
F48,http://www.ur-online.org/media_item/190006/,,,F48,,B08,,"Moulded. Broken below knees
Young girl-Nude,slim, clasped. Dog necklace 3 strings-double bracelet incised-Hair combed tied w flat band-2 long locks. Frame the Face, cover the ears, falls in curls on shoulders. Long Face, large eyes, strong nose, small chin-Pubes, no belt, Navel. Beaded string crossing between breasts and round the waist.",1601,Dq.,86x41mm,,No,No,C008,15664,,35,,,,,,,,,,,,,
F00A,http://www.ur-online.org/media_item/191286/,,,F00A,,B08,,"Fem-Red-Mould_d 
Thumb hole at back",1476,Abu Kumbarah.,h.92.,Fem,No,No,C062,,,,,,,,,,,,,,,,
F15,http://www.ur-online.org/media_item/192822/,,,F15,,B08,,TC. relief. Beard_d man w. kilt advancing rt. Head full face. (over nude dead body),18003,Dq.,125x45mm,"Warrior
Man- kilt- Advancing- Rt hang over foe",No,No,C015,32-40-28,2048,,,,,,,,,,,,,,
F21,http://www.ur-online.org/media_item/193078/,,,F21,,B08,,War chariots,,,,,No,No,C000,,,21,,,,,,,,,,,,,
F31,http://www.ur-online.org/media_item/193334/,,,F31,,B08,,"Moulded plaque w. spread_g base. 
Id. 31-16-919",1745,Dq.,110x57mm,"& 1724 Photo 146-7... Martu Crook
1613",No,No,C001,15642,,78,,,,,,,,,,,,,
8531,http://www.ur-online.org/media_item/181559/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,http://www.ur-online.org/media_item/189495/,Travel; Illustration; Desert,PH,F02,017a,B17,LD,,,,,,,,,,,,,,,,,,,,,,,,
F56,http://www.ur-online.org/media_item/189751/,,,F56,,B08,,"Miniature dog - Glaz_d green blue 
Head & legs miss_g",16168,A.D. Surf. Soil Pers.,,Glaz_d Dog,No,Yes,C019,,,,,,,,,,,,,,,,
F00A,http://www.ur-online.org/media_item/191287/,,,F00A,,B08,,"Fem Fig-head, feet broken.
Red_sh mould_d.
Thumb-mark at back, one behind
head.",1477,Abu Kumbarah,h.80.,Fem,No,No,C063,,,,,,,,,,,,,,,,
F15,http://www.ur-online.org/media_item/192823/,,,F15,,B08,,"TC. relief. Man wearing kilt. advancing rt. over rough ground (dead body!) 
Fr_t Good bold work.",16909 A,Dq.,ht. 85mm,Warrior trampling on foe,Yes,No,C016,31-43-447,1854,,,,,,,,,,,,,,
F21,http://www.ur-online.org/media_item/193079/,,,F21,,B08,,"TC plaque- 
Above: beard_d god, Full face, but only down to waist. Arms horizont. Hands against breast. On either side, vertical undulat_g lines (Fire?) 
Below, is the upper horizontal of a rectangl. plaque. 
Between upper and lower horizontal 5 dwarf like fig. The central one same position as upper god- the other have feet but no heads. 
Circles in relief- Rosettes. 
[War god chariot!] 
[U. 16281 is duplicate] Bc. upper level)",21611,,110x75mm,War god chariot,No,No,C001,,1307,,,,,,,,,,,,,,
F31,http://www.ur-online.org/media_item/193335/,,,F31,,B08,,"Shephard w. crook. Wavy hair, tied w. scarf and covered w a round woollen cap (Gudea style) w. thick edges. Hair hanging on the neck, pleated beard. Earrings
Fringed shawl over left shoulder, descends to the knees. Necklace & bracelets 
Calves & kneecaps carefully modelled. 
Left arm wrapped in shawl. Right bare. (Like Martu god of Amurru) Seps towards left. Before him is placed: 
on a brick base (or altar with ramp of access, an offering table (dish on 3 legs) supporting a pile of shew bread. (bricks like 5+1)- Bull's feet legs. 
Moulded plaque, with spreading base- to place against a wall
Brick base seems to be knee high. He walks on a brick pavement.",,,110x57mm,,No,No,C001A,,,,,,,,,,,,,,,,
PH,http://www.ur-online.org/media_item/189496/,Travel; Illustration; Harbor; Boat,PH,F02,017b,B17,LD,,,,,,,,,,,,,,,,,,,,,,,,
F56,http://www.ur-online.org/media_item/189752/,,,F56,,B08,,EH. Loose surface soil. Glazed frit Pendant Hole. Moulded Blue glaze.,6078,,43 X 39 mm,Frog,No,No,C020,B. 16373,,167,,,,,,,,,,,,,
F48,http://www.ur-online.org/media_item/190008/,,,F48,,B08,,TC. Nude Fem . Broken below breasts,17171,Dq.,h. 55,Nude clasp_d,Yes,No,C010,,1894,,,,,,,,,,,,,,
F00A,http://www.ur-online.org/media_item/191288/,,,F00A,,B08,,"[34 circled top of note]
TC. Nude Fem. Fig. Clasp_d-Boken
below knees
Hair represent_d by fine parallel
rais_d bands & flowing down at side into shoulders.",7687,From. Sakheira,"h.70mm
elbow w.30",Nude clasp_d,No,No,C064,17210,,628,,,,,,,,,,,,,
